Sat_Name,Country,Country_of_Operator,Owner,Users,Purpose,Class_Of _Orbit,Type_Of_Orbit,Perigee_in_km,Apogee_in_km,Date_Of_Launch,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,SatID,Comments
Starlink-5859                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037B,55915,No Comments
Starlink-5861                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037H,55921,No Comments
Starlink-5862                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037G,55920,No Comments
Starlink-5863                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037J,55922,No Comments
Starlink-5864                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AC,55940,No Comments
Starlink-5867                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037E,55918,No Comments
Starlink-5871                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037F,55919,No Comments
Starlink-5878                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AT,55955,No Comments
Starlink-5882                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037Y,55936,No Comments
Starlink-5883                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AU,55956,No Comments
Starlink-5884                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AV,55957,No Comments
Starlink-5889                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AR,55953,No Comments
Starlink-5892                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AS,55954,No Comments
Starlink-5893                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AQ,55952,No Comments
Starlink-5894               ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037BD,55965,No Comments
Starlink-5895,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037BC,55964,No Comments
Starlink-5896                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037S,55930,No Comments
Starlink-5897                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037T,55931,No Comments
Starlink-5898                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037R,55929,No Comments
Starlink-5899                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AM,55949,No Comments
Starlink-5900                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AL,55948,No Comments
Starlink-5901                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042P,55999,No Comments
Starlink-5902                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042N,55998,No Comments
Starlink-5903                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042L,55996,No Comments
Starlink-5904                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042M,55997,No Comments
Starlink-5905                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042A,55986,No Comments
Starlink-5906                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037BA,55962,No Comments
Starlink-5907                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AM,56021,No Comments
Starlink-5908                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AP,55951,No Comments
Starlink-5909                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AA,55938,No Comments
Starlink-5910                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042Q,56000,No Comments
Starlink-5911                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AN,55950,No Comments
Starlink-5912                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AL,56020,No Comments
Starlink-5913                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037Z,55937,No Comments
Starlink-5914                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AD,55941,No Comments
Starlink-5915                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042B,55987,No Comments
Starlink-5916                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042C,55988,No Comments
Starlink-5917                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AE,55942,No Comments
Starlink-5918                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AB,55939,No Comments
Starlink-5919                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037P,55927,No Comments
Starlink-5920                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037X,55935,No Comments
Starlink-5921                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037N,55926,No Comments
Starlink-5922                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037M,55925,No Comments
Starlink-5924                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037BB,55963,No Comments
Starlink-5925                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AH,55945,No Comments
Starlink-5926                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AG,55944,No Comments
Starlink-5927                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037W,55934,No Comments
Starlink-5928                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AW,55958,No Comments
Starlink-5929                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AX,55959,No Comments
Starlink-5930                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037Q,55928,No Comments
Starlink-5932                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AF,55943,No Comments
Starlink-5933                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AZ,55961,No Comments
Starlink-5934                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AH,56017,No Comments
Starlink-5936                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AB,56011,No Comments
Starlink-5938                ,USA,USA,SpaceX,Commercial,Communications,LEO,Polar,577,581,17/03/23,SpaceX,USA,Vandenberg AFB,Falcon 9,2023-037AY,55960,No Comments
Starlink-5939,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AF,56015,No Comments
Starlink-5940                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AC,56012,No Comments
Starlink-5941,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AD,56013,No Comments
Starlink-5942                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AE,56014,No Comments
Starlink-5943                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AG,56016,No Comments
Starlink-5944                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042R,56001,No Comments
Starlink-5945                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AJ,56018,No Comments
Starlink-5946                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042E,55990,No Comments
Starlink-5947                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042D,55989,No Comments
Starlink-5948                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042F,55991,No Comments
Starlink-5949                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AK,56019,No Comments
Starlink-5956                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042J,55994,No Comments
Starlink-5957                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042K,55995,No Comments
Starlink-5962                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042G,55992,No Comments
Starlink-5964                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042Z,56009,No Comments
Starlink-5968                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042AA,56010,No Comments
Starlink-5969                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,565,567,24/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-042H,55993,No Comments
Starlink-6030                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046Q,56107,No Comments
Starlink-6062                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046M,56104,No Comments
Starlink-6066                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046N,56105,No Comments
Starlink-6071                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AR,56132,No Comments
Starlink-6075                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046K,56102,No Comments
Starlink-6076                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046H,56100,No Comments
Starlink-6077                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046E,56097,No Comments
Starlink-6078                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046P,56106,No Comments
Starlink-6079                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AD,56120,No Comments
Starlink-6080                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046V,56112,No Comments
Starlink-6081                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046R,56108,No Comments
Starlink-6082                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046T,56110,No Comments
Starlink-6083                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046S,56109,No Comments
Starlink-6084                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046U,56111,No Comments
Starlink-6088                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046F,56098,No Comments
Starlink-6089                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046D,56096,No Comments
Starlink-6090                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046C,56095,No Comments
Starlink-6091                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AC,56119,No Comments
Starlink-6092                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AE,56121,No Comments
Starlink-6093                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046G,56099,No Comments
Starlink-6094                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AF,56122,No Comments
Starlink-6095                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046J,56101,No Comments
Starlink-6096                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046L,56103,No Comments
Starlink-6101                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046Y,56115,No Comments
Starlink-6102,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046A,56093,No Comments
Starlink-6103                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046X,56114,No Comments
Starlink-6104                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AL,56127,No Comments
Starlink-6105                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AB,56118,No Comments
Starlink-6107                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AA,56117,No Comments
Starlink-6109                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046B,56094,No Comments
Starlink-6113                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046W,56113,No Comments
Starlink-6114                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046Z,56116,No Comments
Starlink-6115                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AG,56123,No Comments
Starlink-6117,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AP,56130,No Comments
Starlink-6119                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AJ,56125,No Comments
Starlink-6120                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AQ,56131,No Comments
Starlink-6121                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AN,56129,No Comments
Starlink-6122                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AM,56128,No Comments
Starlink-6124                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AK,56126,No Comments
Starlink-6126                ,USA,USA,SpaceX,Commercial,Communications,LEO,Non-Polar Inclined,564,567,29/03/23,SpaceX,USA,Cape Canaveral,Falcon 9,2023-046AH,56124,No Comments
Tianmu-1 01,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,494,511,01/09/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Ceres,2023-003B,55134,https://www.newspace.im/constellations/xyong-microelectronics-park
Tianmu-1 02,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,494,511,09/01/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Ceres,2023-003C,55135,https://www.newspace.im/constellations/xyong-microelectronics-park
Tianmu-1 03,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,502,517,22/03/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2023-039A,55973,https://www.newspace.im/constellations/xyong-microelectronics-park
Tianmu-1 04,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,502,517,22/03/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2023-039B,55974,https://www.newspace.im/constellations/xyong-microelectronics-park
Tianmu-1 05,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,502,516,22/03/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2023-039C,55975,https://www.newspace.im/constellations/xyong-microelectronics-park
Tianmu-1 06,NR (9/23),China,Xiyong Microelectrics Park,Commercial,Meteorological,LEO,Sun-Synchronous,501,515,22/03/23,China Aerospace Science and Technology Corp. (CASC),China,Jiuquan Satellite Launch Center,Kuaizhou 1A,2023-039D,55976,https://www.newspace.im/constellations/xyong-microelectronics-park
